name,description,ingredients,steps,tags,minutes,id
Ringan nu Shaak Äì Eggplant Curry,"PrintRingan nu Shaak - Eggplant CurryRating: 51Prep Time: 10 minutesCook Time: 15 minutesTotal Time: 25 minutesServing Size: 4Ringan nu Shaak (Eggplant Curry) is spicy Indian veg dish. It is normally winter recipe and enjoy with rotla and family.Ingredients2 medium sizes Ringan (Eggplants)For Seasoning2 tbsp Oil1 tsp Mustard seeds1 tsp Cumin seeds1 tbsp Red Chili powder2 tsp Garlic pasteº tbsp Turmeric powderΩ tbsp Coriander Äì Cumin powderSalt to tastePinch of AsafetidaInstructionsWash eggplants and cut into small pieces.Heat oil in a pan at medium flame and add muster seeds in it.When it is spattering, add cumin seed in it.Then add asafetida, turmeric powder and eggplants and stir well.Now add garlic paste, salt cumin-coriander powder and red chili powder in it and stir well.Cover lid on pan and cook for 10-15 minutes at slow flame.When eggplants become soft, remove from flame.Serve hot with Rotli, Rotla, Khichdi also.NotesYou can add more garlic paste to make spicier.3.1","2 medium sizes Ringan (Eggplants),,2 tbsp Oil,1 tsp Mustard seeds,1 tsp Cumin seeds,1 tbsp Red Chili powder,2 tsp Garlic paste,º tbsp Turmeric powder,Ω tbsp Coriander Äì Cumin powder,Salt to taste,Pinch of Asafetida","Wash eggplants and cut into small pieces.,Heat oil in a pan at medium flame and add muster seeds in it.,When it is spattering, add cumin seed in it.,Then add asafetida, turmeric powder and eggplants and stir well.,Now add garlic paste, salt cumin-coriander powder and red chili powder in it and stir well.,Cover lid on pan and cook for 10-15 minutes at slow flame.,When eggplants become soft, remove from flame.,Serve hot with Rotli, Rotla, Khichdi also.","Daily Meal,Vegetables",10,89
Ringan Tamata nu Shaak,"PrintRingan Tamata nu ShaakRating: 51Prep Time: 10 minutesCook Time: 15 minutesTotal Time: 25 minutesRingan Tamata nu Shaak - Eggplant & Tomato Curry is authentic Gujarati vegetable recipe. Ringan tamata nu shaak is mostly winter recipes.Ingredients2 medium sizes Ringan (Eggplants)2 small sizes TomatoesFor Seasoning2 tbsp Oil1 tsp Mustard seeds1 tsp Cumin seeds1 tbsp Red Chili powder2 tsp Garlic pasteº tbsp Turmeric powderΩ tbsp Coriander Äì Cumin powder1 tsp sugarSalt to tastePinch of AsafetidaInstructionsWash eggplants and tomatoes and cut into small pieces.Heat oil in a pan at medium flame and add muster seeds in it.When it is spattering, add cumin seed in it.Then add asafetida, tomatoes, turmeric powder and eggplants and stir well.Now add garlic paste, salt, cumin-coriander powder and red chili powder in it and stir well.Cover lid on pan and cook for 10 minutes at slow flame.When eggplants become soft, remove from flame.Serve hot with Roti, Rotala, Khichdi .NotesYou can add more tomatoes and garlic paste.3.1","2 medium sizes Ringan (Eggplants),2 small sizes Tomatoes,,2 tbsp Oil,1 tsp Mustard seeds,1 tsp Cumin seeds,1 tbsp Red Chili powder,2 tsp Garlic paste,º tbsp Turmeric powder,Ω tbsp Coriander Äì Cumin powder,1 tsp sugar,Salt to taste,Pinch of Asafetida","Wash eggplants and tomatoes and cut into small pieces.,Heat oil in a pan at medium flame and add muster seeds in it.,When it is spattering, add cumin seed in it.,Then add asafetida, tomatoes, turmeric powder and eggplants and stir well.,Now add garlic paste, salt, cumin-coriander powder and red chili powder in it and stir well.,Cover lid on pan and cook for 10 minutes at slow flame.,When eggplants become soft, remove from flame.,Serve hot with Roti, Rotala, Khichdi .","Daily Meal,Vegetables",45,90
Besan Methi Ni Bhaji Äì Fenugreek Leaves Curry,"PrintBesan Methi Ni Bhaji Äì Fenugreek Leaves CurryRating: 51Prep Time: 10 minutesCook Time: 15 minutesTotal Time: 25 minutesServing Size: 4Besan Methi ni bhaji is nice and healthy winter recipes. It is easy to made and taste delicious specially in winter.Ingredients250 gm Fenugreek leaves (finely chopped)º cup Water1 cup Besan (chickpea flour)(roasted)For seasoning4 tbsp Oil1 tsp Cumin Seeds2 tsp Garlic Chutney2 tsp Red Chili PowderΩ tsp Turmeric PowderΩ tsp Cumin Coriander PowderPinch of AsafetidaSalt to tasteInstructionsHeat oil in a pan at medium flame.Add cumin seeds in it.When it is spluttering, add asafetida, turmeric powder and salt.Stir well and cook for 10 minutes at medium flame.Then add garlic chutney, red chili powder and cumin coriander powder.Stir it well and add water and chickpea flour. Cook for 2-3 minutes.Serve with khichadi, rotla, bhakhari and also.3.1","250 gm Fenugreek leaves (finely chopped),º cup Water,1 cup Besan (chickpea flour)(roasted),,4 tbsp Oil,1 tsp Cumin Seeds,2 tsp Garlic Chutney,2 tsp Red Chili Powder,Ω tsp Turmeric Powder,Ω tsp Cumin Coriander Powder,Pinch of Asafetida,Salt to taste","Heat oil in a pan at medium flame.,Add cumin seeds in it.,When it is spluttering, add asafetida, turmeric powder and salt.,Stir well and cook for 10 minutes at medium flame.,Then add garlic chutney, red chili powder and cumin coriander powder.,Stir it well and add water and chickpea flour. Cook for 2-3 minutes.,Serve with khichadi, rotla, bhakhari and also.","Daily Meal,Vegetables",12,91
Kanda Batata Poha (Flattened Rice),"Kanda Batata Poha is traditional Marathi recipes but you can find batata poha anywhere. It is widely used as breakfast or as snacks with tea. Flattened rice is rich of iron, so aloo poha is healthy, light and delicious breakfast.","200 gm Poha (Rice Flakes),200 gm Potatoes,,5-6 Cloves,2 Green Chilies (finely chopped),Ω tsp Mustard Seeds,1tsp Sesame Seeds,Pinch of Asafetida,2 tsp Turmeric powder,Ω tsp Cloves-cinnamon powder,1 tbsp Sugar,1.5 tbsp Lemon juice,5-6 curry Leaves,2 tbsp Coriander leaves (chopped),Salt to taste,1 tbsp Peanuts,3 tbsp Oil,1 medium size Onion","Boil, peel and cut potatoes in to small pieces.,Wash rice flakes and drain it properly.,Keep a side.,Heat oil in a pan at slow flame.,Add mustard seeds in it.,When it splutters, add sesame seeds, cloves and curry leaves.,Add asafetida, turmeric powder, potatoes, green chili and mix it well. Now add salt, sugar and lemon juice.,Add rice flakes, cloves-cinnamon powder and peanuts in it.,Mix it properly.,Cook 5 minutes at slow flame.,Garnish with coriander leaves and chopped onion.,Kanda Batata poha is ready for serve.",Snacks,12,92
Custard Milk Fruit Salad (Condensed Milk Fruit Salad),Homemade custard milk fruit salad is perfect dessert. ItÄôs creamy looks with crunchy fruits gives very delicious tastes. Milk fruit salad is healthy diet also.,"1 liter milk,125 gm sugar,100 gm grapes,100 gm chickoo,1 medium size apple,2 bananas,3 tsp Custard powder,Strawberry for garnishing,","Boil milk at slow flame for15-20 minutes.  Add sugar in it.,Boil milk till sugar dissolve.,In other bowl take 2 cup milk and add custard powder in it.,Dissolve powder in to milk very well.,Add it in to the boiling milk.,Boil milk for 10-15 minutes at slow flame.,Now cool down it. Wash all fruits.,Peel chickoos, apples and bananas.,Cut in to small pieces.,Add all fruits in milk and stir well.,Keep in refrigerator for 5-6 hour.,Garnish with strawberry.",Snacks,78,93
Dudhi na Dhebra (Bottle gourd Dhebra),"Dudhi na Dhebra (Bottle gourd Dhebra) is healthy Gujarati snacks. It is famous†Gujarati flat bread similar to Methi Thepla. Dudhi Dhebra is the best†breakfast/ brunch or snacks. As usual, bottle gourd dhebra is healthy, quick and easy to made recipe. Like Methi Thepla, Dhebra is also famous Gujarati travelling recipes.","3 cup wheat flour,1 tbsp millet flour ( bajari flour),1 tbsp chickpea flour,2 cup Dudhi (bottle gourd)(grated),Ω tbsp Garlic paste,Ω tbsp Ginger paste,2 tbsp Oil,1 tbsp Curd,Ω tbsp Turmeric powder,Ω tbsp Red chili powder,Ω Cumin coriander powder,Salt to taste,Water according to requirement,","Take flour in a mixing bowl.,Mix all ingredients and stirring it till dough start to come together.,Keep stirring; add more water if dough is still dry. Dough should form a ball.,Dough should be hard. If it is too sticky, add a little flour. It should not sticky enough to stick your hand.,Now knead the dough with 1 tsp oil and divide in to small ball.,Deep one ball in to flour, roll it in to thin dice.,Add dry flour to keep prevent it sticking to the rolling surface.,Excess flour from the dhebra and place on hot tawa. Flip dhebra to other side, when you see bubbles on the surface.,Cook dhebra both side using little oil then increase stove flame and remove it,Now dhebra is ready for serve.","Daily Meal,Snacks",121,94
Lasania Gathiya,,"250 gm Chickpea flour (Besan),2 table spoon Red chili powder,5 table spoon Garlic paste,2 table spoon Lemon juice,Salt to taste,Oil according to requirement,One and half cup water",,"Farsan,Snacks",20,95
Sev (Besan Sev),,"250 gm Chickpea flour (Besan),1 tea spoon Turmeric powder,Salt to taste,Oil according to requirement,One and half cup water",,"Farsan,Snacks",21,96
Gujarati Kadhi,"PrintGujarati KadhiRating: 51Prep Time: 5 minutesCook Time: 15 minutesTotal Time: 20 minutesServing Size: 4
Kadhi is a light Gujarati Food. There are many variant of Kadhi in North India. Traditional Gujarati Kadhi is sweeter than other variants.Ingredients500 ml Butter milkΩ  tbsp chickpea flourFor seasoning1 tsp ghee1 tsp cumin seeds5-6 curry leaves2 tsp ginger chili pastePinch of asafetidaPinch of garam masalaSalt to tasteΩ tbsp coriander leaves (fine chopped)InstructionsAdd chickpea flour in to butter milk.Now blend it properly.Heat ghee in a pan at medium flame.Add cumin seeds in it.When it crackles add asafetida, ginger, chili paste, butter milk and salt in it.Keep flame slow and cook for half an hour. In between stir properly.Last add garam masala and stir well.Garnish with coriander leaves.NotesServe hot with Gujarati Khichdi , Roti, Bhaat, Jeera Rice, Vaghareli Khichdi or Bhakhri.Add  sugar or jaggery to make is sweeter.3.1","500 ml Butter milk,Ω  tbsp chickpea flour,,1 tsp ghee,1 tsp cumin seeds,5-6 curry leaves,2 tsp ginger chili paste,Pinch of asafetida,Pinch of garam masala,Salt to taste,Ω tbsp coriander leaves (fine chopped)","Add chickpea flour in to butter milk.,Now blend it properly.,Heat ghee in a pan at medium flame.,Add cumin seeds in it.,When it crackles add asafetida, ginger, chili paste, butter milk and salt in it.,Keep flame slow and cook for half an hour. In between stir properly.,Last add garam masala and stir well.,Garnish with coriander leaves.","Daily Meal,Vegetables",20,97
Ringan Batata nu Shaak,"PrintRingan Batata nu ShaakRating: 51Prep Time: 10 minutesCook Time: 15 minutesTotal Time: 25 minutesServing Size: 4Ingredients4-5 Potatoes (Small pieces)2-3 medium size Eggplants1 tbsp Coriander leaves1 medium Tomatoes finely choppedΩ tsp SugarWater Ω cupFor Seasoning4 tbsp OilΩ tsp of Mustard seedsΩ tsp of Cumin seeds1 tsp Garlic paste1 tsp Ginger paste1 tsp green chili pasteΩ tbsp Cumin coriander powder1 tbsp Red chili powderº tbsp turmeric powderPinch of AsafetidaSalt to tasteInstructionsWash potatoes and eggplants.Peel potatoes and cut in to medium size.Cut eggplant in to medium size.Take presser cooker and heat oil at medium flame.Now add mustard seeds, when it spattering, add cumin seeds.Add tomatoes and stir well when it cook add turmeric powder, eggplants and potatoes, mix them well.Then add garlic paste, ginger paste, chili paste and stir well.Now add red chili powder and salt according taste.Add Ω cup water in it and cook for 4 whistles.Remove lid and boil it with low flame for 2-4minutes.Now garnish with coriander leaves, and serve hot.Serve with Roti, Rotla, Khichadi also.NotesIf you are cooking in pan, then cook until potatoes become soft.3.1","4-5 Potatoes (Small pieces),2-3 medium size Eggplants,1 tbsp Coriander leaves,1 medium Tomatoes finely chopped,Ω tsp Sugar,Water Ω cup,,4 tbsp Oil,Ω tsp of Mustard seeds,Ω tsp of Cumin seeds,1 tsp Garlic paste,1 tsp Ginger paste,1 tsp green chili paste,Ω tbsp Cumin coriander powder,1 tbsp Red chili powder,º tbsp turmeric powder,Pinch of Asafetida,Salt to taste","Wash potatoes and eggplants.,Peel potatoes and cut in to medium size.,Cut eggplant in to medium size.,Take presser cooker and heat oil at medium flame.,Now add mustard seeds, when it spattering, add cumin seeds.,Add tomatoes and stir well when it cook add turmeric powder, eggplants and potatoes, mix them well.,Then add garlic paste, ginger paste, chili paste and stir well.,Now add red chili powder and salt according taste.,Add Ω cup water in it and cook for 4 whistles.,Remove lid and boil it with low flame for 2-4minutes.,Now garnish with coriander leaves, and serve hot.,Serve with Roti, Rotla, Khichadi also.","Daily Meal,Vegetables",120,98
Gujarati Undhiyu,"Gujarati Undhiyu
Print recipe


Serves4
Prep time20 minutes
Cook time30 minutes
Total time50 minutes
Dietary
Vegan, Vegetarian
Meal type
Lunch, Main Dish
Misc
Serve Hot
Undhiyu is most popular mixed vegetable Gujarati dish. Traditionally Undhiyu cooked in upside down matlu(pot). There are many variant of undhiyu like Surti Undhiyu, Kathiyawadi Undhiyu, Gujarati Undhiyu.  It is normally winder dish. It is Uttrayan festival food also.IngredientsMuthiya100g Chickpea Flour25g Fenugreek (methi) Leaves (Finely Chopped)1/2 teaspoon Garam Masala1/2 teaspoon Red Chili Powder1/4 teaspoon Turmeric Powder1 teaspoon Cumin-coriander Powder250 teaspoons Oil175 teaspoons SugarSalt For Taste1 cup WaterUndhiyu2 Onions (Finely Chopped)50g Green Peas100g Curry Flower2 tablespoons Garlic Paste2 tablespoons Ginger paste2 teaspoons Lemon Juice2 teaspoons Green Chili Paste1 teaspoon Sugar1 teaspoon Garam Masala2 teaspoons Red Chili Powder1/2 teaspoon Turmeric Powder1 teaspoon Cumin-Coriander PowderSalt to Taste2 Tomatoes (Chopped)10g Coriander Leaves250g Potatoes (Chopped)150g Yam (Chopped)200g Brinjal (Chopped)50g Cluster beans (Guvar) (Finely Chopped)4 Red Chilies DriedNoteSo Undhiyu is ready for serve.† You can serve it with Puri, Roti or Paratha.You can add more green chili and garam masala to make it spicy. Even you can add more vegetables like fresh bean, kidney bean, lila chana and more kathod to it also.
Directions
Method for MuthiyaChop methi leaves finely and wash it and strain them. Now add salt to methi leaves. Keep a side for few times. Now remove the excess water from methi leaves.Now mix chickpea flour, salt, turmeric powder, red chili powder, cumin coriander powder, sugar, oil with methi leaves.Mix well. Knead the dough. Make hard dough. Divide dough in to small ball called it Muthiya in Gujarati. Deep fry the muthiyas till turn golden.
Method for UndhiyuWash and peel the potatoes, yam, cluster bean, curry flower, brinjal in to medium size pieces.
Heat enough oil in kadai.Add whole red chili (dried), chopped tomatoes, chopped onion and pinch of asafetida.Add salt, turmeric powder, red chili powder, sugar, lemon juice, green chili, ginger paste, garlic paste and mix well.Then add all vegetable in kadai and garam masala powder and mix them well and cover with lid.Cook it till it become soft. They may also be cooked in pressure cooker for two whistles.After that add muthiya in it cook for few minutes and mix well.Garnish with coriander leaves.
Powered by GetMeCooking",,,"Vegetables,Winter Special",10,99
Bhindi Capsicum,"PrintBhindi CapsicumRating: 51Prep Time: 15 minutesCook Time: 20 minutesTotal Time: 35 minutesServing Size: 4Ingredients250 gm ladyÄôs finger150 gm capsicumOil for fryingFor Seasoning2 tbsp Oilº of Cumin seedPinch of Asafetida1 tbsp ginger chili paste1 tbsp Red chili powder1 tbsp Cumin coriander powderº tbsp Turmeric powderSalt to tasteInstructionsWash ladyÄôs finger and capsicum and cut in to long strip.Heat oil in a pan at high flame.Fry both properly.Heat 2 tbsp oil in a pan and add cumin seeds in it.Add asafetida, turmeric powder, ginger chili paste, ladyÄôs finger, capsicum, red chili powder, cumin coriander powder and salt in itStir it properly.Cook for 2 minutes at slow flame.Serve with regular dish.3.1","250 gm ladyÄôs finger,150 gm capsicum,Oil for frying,,2 tbsp Oil,º of Cumin seed,Pinch of Asafetida,1 tbsp ginger chili paste,1 tbsp Red chili powder,1 tbsp Cumin coriander powder,º tbsp Turmeric powder,Salt to taste,","Wash ladyÄôs finger and capsicum and cut in to long strip.,Heat oil in a pan at high flame.,Fry both properly.,Heat 2 tbsp oil in a pan and add cumin seeds in it.,Add asafetida, turmeric powder, ginger chili paste, ladyÄôs finger, capsicum, red chili powder, cumin coriander powder and salt in it,Stir it properly.,Cook for 2 minutes at slow flame.,Serve with regular dish.",Vegetables,20,100
Dungri nu Shaak,,"250 gm Onions (finely chopped),2 tbsp Oil,Pinch of Mustard seeds,Pinch of Cumin seeds,Pinch of Asafetida,1 tbsp Red chili powder,º tbsp Turmeric powder,Ω tbsp cumin coriander powder,Salt to taste",,Vegetables,50,101
Chana Batata nu Shaak Äì Spicy Chickpeas and Potatoes,,"250 gm Chana (Chickpea),2 medium size bataka (potatoes),Water according to requirement,4 tbsp Oil,1 Cumin coriander powder,2 tbsp Red chili powder,º tbsp turmeric powder,Lemon Juice,Salt to taste",,Vegetables,60,102
How to Make Dabeli,"Dabeli is Gujarati snacks, which is originating in the Kutch. Dabeli is spicy, tangy snacks using boiled potatoes and spices and putting in between bun. Spicy, sweet and green chutney are served with dabeli.","500 gm Potatoes,100 gm Roasted ground nuts,100 gm Pomegranate seeds,150 gm Nylon sev,4 tbsp Ghee or Butter,1 tbsp Garlic chutney,2 tbsp Coriander chutney,2 medium size Onions (finely chopped),1 tsp Cumin-coriander powder,10 Dabeli bun,Water according to requirement,,1 tbsp Oil,1 tsp Fennel seeds,2 tsp Green chili paste,Ω tsp Turmeric powder,2 tsp Red chili powder,2 tsp Powder sugar,3 tsp Lemon juice,1 tsp Garam masala,1 tbsp Coriander leaves (finely chopped),Salt to taste","Boil potatoes for 4-5 vessels in cooker.,After it is cooled, peel and mass properly.,Roast groundnuts and remove skin.,Heat 1tea spoon oil and roast groundnuts in it.,Sprinkle salt and cumin coriander powder in it. Keep a side.,Heat oil in a pan at slow flame.,Add fennel seeds in it.,Add potatoes, salt, sugar red chili powder, green chili paste, turmeric powder, garam masala, lemon juice in it.,Mix it properly.,Also add coriander leaves.,Now add pomegranate seeds, ground nuts and mix it well.,Cut bun from middle.,Apply both chutney one-one sides.,Stuff all masala in bun add onions and sev on masala in each bun.,Heat ghee in a pan and roast all bun.,So dabeli is ready to serve.,Serve with sauce, green chutney.","Feature,Snacks",40,103
Gujarati Dalwada (Moong Dal),"Gujarati Dalwada is scrumptious†crispy Gujarati rainy snacks.†Dalwadas are knows as pakoras, fritters. Dalwada with chai makes your rain moments perfect.","4 cup Moong dal,Oil for frying,Salt to taste,1 tbsp Green chili paste,1 tbsp Lemon juice (optional),1 tsp Ginger paste,1 tbsp Coriander leaves (finely chopped),1 tsp Baking soda or Fruit Salt,Water according to requirement,","Soak moong dal for 1-2 hour.,Drain water from it.,Add water and salt in dal.,Grind it coarsely in a mixture jar.,Add baking soda, chili paste, lemon juice, coriander leaves and ginger paste.,Mix it properly.,Batter should be thick.,Heat oil in a pan at medium flame.,Put wada in oil with finger or spoon.,Fry wada till it becomes crispy and light golden in color.,Serve hot with Lemon Chutney, Mint Chutney, date chutney and fried chili and onions.","Side Dish,Snacks",10,104
Bhel Äì Indian Street Food,,"150 gm Chevado,250 gm Potatoes (Boiled),100 gm Chickpea (Boiled),100 gm Besan Sev,2 fried Roti (crushed) (optional),1 tbsp Garlic chutney,3 tbsp Tamarind chutney,2 tbsp Coriander leaves (chopped),3 Onions (chopped),Salt to taste,,Green Grapes,Apple pieces,Pomegranate seed","Peel and cut potatoes and onions into very small pieces.,Keep a side. Take chevado in a bowl.,Mix potatoes, chickpea, salt, garlic chutney, fried roti and 1 tbsp tamarind chutney in it.,Serve in a dish. Pour onion and sev on it.,Also pour tamarind chutney, garlic chutney and garnish with coriander leaves, green grapes, apple pieces and pomegranate seeds.",Snacks,10,105
Makai Bhutta Äì Roasted Corn on Cob,"Roasted Corn is my special snacks during rain. Bhutta is most most famous rainy food. In cool weather, roasted corn tastes delicious with tea. Bhutta is healthy delicious food and far much better than junk food. Roasted corn on cob has own unbeatable taste. Bhutta with cup of tea is the perfect snacks during rain or monsoon season.

Corn is good source of vitamin B, carbohydrate, protein, lipid metabolism & pantothenic acid. Corn is rich of fiber and other minerals. These helps to manage non-insulin based diabetes, protection against hypertension.","2 pieces corn,Salt to taste,1 tsp red chili powder,1 tsp lemon juice,","Remove skin from corn.,Roast corn on cob.,In between turn all over corn and roast all side properly till it becomes color change.,Sprinkle salt, red chili powder and lemon juice on it.,Or remove seeds from corn with help of peeler and mix salt, red chili powder and lemon juice also in it.,Eat and enjoy roasted corn with family or love one.",Snacks,45,106
Khatta Dhokla,Khatta Dhokla is traditional Kathiyawadi snack. Khatta dhokla is steamed dish and has its place in almost all Gujarati family. Dhokla is nutritious and popular snacks.,"6 cup Rice,2.5 cup chana dal (Split Bengal gram),Salt to taste,2 cup Curd or 4 cup Butter milk,1 small packet Fruit Salt or 2 tsp Baking soda,Ω tbsp red Chili powder,Water according to requirement","Wash and soak rice and chana dal in water for 4-5 hour separately.,After 4-5 hours, drain water from both.,Grind it in a mixture jar with butter milk and water (hot) according requirement.,Grind till it become like medium batter.,It should not be very thick or thin.,Keep it in a warm place for 5-6 hour for fermentation.,In a bowl add salt and fruit salt or baking soda in it. Mix properly.,Heat water in a steamer at medium flame.,Grease plate with oil.,Now pour approx 2 cup batter in it.,Sprinkle red chili powder on it.,Cover lid and cook for approx 15 minutes.,Open and check with knife.,Remove plate from steamer and cut into diamond pieces.,Hot serve with sauce, garlic chutney and green chutney.","Side Dish,Snacks",12,107
Tameta Nu Shaak,"Tameta nu Shaak (Tomato Curry) is tangy, spicy and delicious Kathiyawadi recipe. ItÄôs also called farmerÄôs veg. Normally during winter, tameta nu shaak used more.","250 gm Tomatoes,º cup water,2 tbsp Oil,º of Mustard seeds,º of Cumin seeds,Pinch of Asafetida,1 tbsp Red chili powder,1 tbsp Cumin coriander powder,º tbsp Turmeric powder,5 Garlic cloves Äì fine chopped,Salt to taste,2 Bay Leaves (Optional),3-4 Curry Leaves (Optional),1 Dry chili (Optional)",,"Daily Meal,Vegetables",12,108
Sev Tameta nu Shaak,,"250 gm Tomatoes,50 gm Sev,1 tbsp Coriander leaves,Water as requirement,4 tbsp Oil,Pinch of Mustard seed,Pinch of Cumin seed,Pinch of Asafetida,1 tbsp Red chili powder,º tbsp Turmeric powder,4 Garlic cloves Äì fine chopped,Salt to taste,Pinch of Garam masala",,Vegetables,45,109
Onion Pakoda Äì Kanda Bhaji,"Kanda Pakoda (Onion Pakoda Äì Kanda Bhaji) is popular Indian street snack, specially in monsoon. During raining, garam Onion Pakoda is favorite snacks specially in North India. Onion Pakoda also known as†onion fritters. Enjoy rain with hot tea and kanda pakoda.","200 gm Chickpea Flour,2 large Onions (cut into long strip),2 tsp GingerÄìChili paste,3 tsp Lemon juice,1 tsp Garam Masala,1 tsp Red Chili powder,1 tsp Cumin powder,º tsp Baking soda,Pinch of Asafetida,Oil for frying,Salt to taste,Water according to requirement,","Add red chili powder, garam masala, , salt, cumin powder,  lemon, ginger- chili paste, asafetida in chickpea flour.,Add water according requirement and make batter.,Mix well.,Batter should be thick.,Now mix onion in it.,Heat oil in a pan at medium flame.,Deep little part of batter with finger in a oil pan.,Deep fry until become golden brown.",Snacks,78,110
Batata Vada,"Batata Vada (Potato Fritters) is famous Indian Street food or Fast food. This is all season snack or teatime snack. Normally it served with tea or various chutney.PrintBatata VadaRating: 51Prep Time: 10 minutesCook Time: 20 minutesTotal Time: 30 minutesServing Size: 4
Batata Vada (Potato Fritters) is famous Indian Street food or Fast food. This is all season snack or teatime snack.Ingredients150 gm Chickpea flour250 gm Potatoes2 tsp GingerÄìChili paste3 tsp Lemon juice2 tsp Sugar3 tsp Coriander leaves (finely chop)1 tsp Garam Masala1/4 tsp Turmeric powder1 tsp Red Chili powder1 tsp Cumin powderº tsp Cooking SodaPinch of AsafetidaOil for fryingSalt to tasteWater according to requirementInstructionsBoil potatoes well. Peel it and mash with hand.Add red chili powder, garam masala, sugar, salt, cumin powder, turmeric powder, lemon, ginger- chili paste, asafetida and coriander leave mix it well.Make small balls from the mixture.Make batter from chickpea flour, soda, salt, 1 tsp lemon juice and water.Dip balls in to batter and fry in hot oil.Deep fry until become golden brown.Hot serve with date chutney, Green chutney .3.1","150 gm Chickpea flour,250 gm Potatoes,2 tsp GingerÄìChili paste,3 tsp Lemon juice,2 tsp Sugar,3 tsp Coriander leaves (finely chop),1 tsp Garam Masala,1/4 tsp Turmeric powder,1 tsp Red Chili powder,1 tsp Cumin powder,º tsp Cooking Soda,Pinch of Asafetida,Oil for frying,Salt to taste,Water according to requirement","Boil potatoes well. Peel it and mash with hand.,Add red chili powder, garam masala, sugar, salt, cumin powder, turmeric powder, lemon, ginger- chili paste, asafetida and coriander leave mix it well.,Make small balls from the mixture.,Make batter from chickpea flour, soda, salt, 1 tsp lemon juice and water.,Dip balls in to batter and fry in hot oil.,Deep fry until become golden brown.,Hot serve with date chutney, Green chutney .",Snacks,121,111
Doodh Poha,PrintDoodh pohaRating: 51Prep Time: 10 minutesCook Time: 30 minutesTotal Time: 4 hoursServing Size: 4Doodh Poha is Sarad Poonam festival sweet in Gujarat. Gujarati's cook and enjoy doodh poha in moon light and enjoy it with family and friends.Ingredients1 liter milk150 gm sugar150 gm poha2 tsp cardamom powderInstructionsBoil milk at slow flame.Add sugar in it. Stir till sugar dissolve.Cook it slow flame.Wash poha and add in to cool milk.After sometime keep it in refrigerator for 4-5 hours.Add cardamom powder and stir properly.Doodh poha is ready for serve.Enjoy doodh poha in moon light.3.1,"1 liter milk,150 gm sugar,150 gm poha,2 tsp cardamom powder,","Boil milk at slow flame.,Add sugar in it. Stir till sugar dissolve.,Cook it slow flame.,Wash poha and add in to cool milk.,After sometime keep it in refrigerator for 4-5 hours.,Add cardamom powder and stir properly.,Doodh poha is ready for serve.,Enjoy doodh poha in moon light.","Snacks,Sweets",20,112
Methi Thepla,"PrintMethi TheplaRating: 51Prep Time: 10 minutesCook Time: 20 minutesTotal Time: 30 minutesServing Size: 4Thepla is famous Gujarati Snack bread. There are many variant of theplas like dudhi thepla, methi thepa. Thepla is also famous Gujarati travel or picnic food.Ingredients250 gm Wheat flour1 tbsp Chickpea flour (Besan)3 tbsp Fenugreek leaves (finely chopped)1 tbsp Garlic pasteΩ tbsp Ginger pasteΩ tbsp chili paste2 tbsp oil 3 cup WaterΩ tbsp turmeric powderΩ tbsp red chili powderΩ cumin coriander powderSalt to tasteInstructionsTake flour in a mixing bowl.Mix all ingredients and stirring it till dough start to come together.Keep stirring; add more water if dough is still dry. Dough should form a ball.Dough should be soft. If it is too sticky, add a little flour. It should not sticky enough to stick your hand.Now knead the dough with 1 tbsp oil and divide in to small ball.Deep one ball in to flour, roll it in to thin dice.Add dry flour to keep prevent it sticking to the rolling surface.Excess flour from the thepla and place on hot tawa. Flip thepala to other side, when you see bubbles on the surface.Cook thepla both side using little oil then increase stove flame and remove t.Now thepla is ready for serve.NotesYou can serve with suki bhaji, tea, curd , potato chips and pickles.3.1","250 gm Wheat flour,1 tbsp Chickpea flour (Besan),3 tbsp Fenugreek leaves (finely chopped),1 tbsp Garlic paste,Ω tbsp Ginger paste,Ω tbsp chili paste,2 tbsp oil,3 cup Water,Ω tbsp turmeric powder,Ω tbsp red chili powder,Ω cumin coriander powder,Salt to taste","Take flour in a mixing bowl.,Mix all ingredients and stirring it till dough start to come together.,Keep stirring; add more water if dough is still dry. Dough should form a ball.,Dough should be soft. If it is too sticky, add a little flour. It should not sticky enough to stick your hand.,Now knead the dough with 1 tbsp oil and divide in to small ball.,Deep one ball in to flour, roll it in to thin dice.,Add dry flour to keep prevent it sticking to the rolling surface.,Excess flour from the thepla and place on hot tawa. Flip thepala to other side, when you see bubbles on the surface.,Cook thepla both side using little oil then increase stove flame and remove t.,Now thepla is ready for serve.",Snacks,21,113
